Character,Text,Episode,LineNumber
DIRECTION,"""[eating the Strawberry Smiggles] Last bite. Oh, now they are all resting comfortably in my stomach. Ooh, am I feeling good.""",108,181
DIRECTION,"""[two children come onto screen, one with a knife and one with a roll of tape]""",108,182
Mr. Tophat Jones (on TV),"""No! Get away from me! Get away from me and my Strawberry Smiggles! No! [he's knocked over and bound. the girl guts his stomach open with the knife and the children process to eat the cereal from him] [screaming in agony] Jesus Christ! Jesus Christ! It hurts! My entrails are out! Why would you even want to eat these? They're-they're soaked with my stomach acid! Oh, Jesus Christ! Lord and savior and spirit! Save me! Take me to the light! Oh, my God, I see Demons! I see demons are coming!""",108,183
Morty,"""Jeez, Rick. Oh my god! That's some pretty hardcore stuff, you know, for a cereal commercial.""",108,184
Rick,"""Well, you know, Morty, I mean, you want to sell boxes of cereal, you gotta, you gotta, pump the gas a little. Pedal t-to the metal, Morty.""",108,185
Announcer (on TV),"""In a world, where muscular mannies are coming, and they're coming strong, there's only three unmuscular Michaels.""",108,186
Unmuscular Michael 1 (on TV),"""Get down! Hurry, run!""",108,187
Muscular Mannies,"""[monkey noises]""",108,188
Announcer (on TV),"""And that's when real - Turbulent - Juice is coming, and you gotta take care of it. With Turbulent Juice, turbulent tables, no room is safe from the turbulent power of Turbulent Juice.""",108,189
Morty,"""What in the hell?""",108,190
Rick,"""Sex sells, Morty.""",108,191
Morty,"""Sex sells what? W-was that a movie, or like, does it clean stuff? [Jerry sits down and sighs, murmuring] Hey, Dad. W-w-what's going on?""",108,192
Jerry,"""Oh, your mother and I are going to be spending some time apart, Morty. And your sister found out she was an unwanted pregnancy.""",108,193
Morty,"""W-w-w-what?""",108,194
Rick,"""Speaking of [belching] what, Morty, [belching] what should we [belch] watch next? What about this? [changes channel]""",108,195
Police Chief (on TV),"""Baby Legs, you're a good detective… but not good enough, because of your baby legs. So I'm partnering you up with Regular Legs.""",108,196
Regular Legs (on TV),"""Hey there.""",108,197
Baby Legs (on TV),"""Detective, I'm-- this is upsetting to me, because I feel like I don't need no regular-leg partner.""",108,198
Police Chief (on TV),"""Baby Legs, don't talk back to me. Good luck you two, there's a criminal to kill. [sips coffee]""",108,199
Regular Legs (on TV),"""Wow! You sure found this guy quick!""",108,200
Baby Legs (on TV),"""Uh, yeah, because I'm a good detective.""",108,201
Regular Legs (on TV),"""[whispering] Look, Baby Legs, it's the criminal!""",108,202
Criminal (on TV),"""Oh, fuck it, I'm the killer. I'm running, running real quick.""",108,203
Baby Legs (on TV),"""Baby Legs, here we go! [makes whirring noise with mouth] That's the sound I make, when I'm trying to run fast. [falls over] All right, I'm not going to get him. I'm, I-I just learned a real valuable lesson.""",108,204
Regular Legs (on TV),"""I'm coming, Baby Legs! I'm Regular Legs! [tackles the Criminal] We got him!""",108,205
Baby Legs (on TV),"""Hey, that was good team work.""",108,206
Police Chief (on TV),"""Baby Legs, and Regular Legs, I'm proud of you two for working together, and Baby Legs, I know it was hard for you to come to the conclusion that you need a partner. But I'm proud of you that you did it.""",108,207
Baby Legs (on TV),"""Hey thanks, chief!""",108,208
Police Chief (on TV),"""Now get the fuck out of here!""",108,209
Rick,"""Pretty cool, huh, Morty? [Morty's gone] Oh.""",108,210
Jerry,"""Uh, I thought it was cool.""",108,211
Rick,"""I don't give a fuck what you think, Jerry.""",108,212
DIRECTION,"""Int. Smith Residence. Summer is in her room, packing clothes into her backpack.""",108,213
Morty,"""[walks in] Hey, uh Y-Y-Y-You doin' okay? I-I-I kind of know how you feel, Summer.""",108,214
Summer,"""No, you don't. You're the little brother. You're not the cause of your parents' misery. You're just a symptom of it.""",108,215
Morty,"""Can I show you something?""",108,216
Summer,"""Morty, no offense, but a drawing of me you made when you were 8 isn't gonna make make me feel like less of an accident.""",108,217
Morty,"""[pointing out the window] That, out there? That's my grave.""",108,218
Summer,"""Wait, what? [walks over to the window]""",108,219
Morty,"""On one of our adventures, Rick and I basically destroyed the whole. World. So, we bailed on that reality, and we came to this one. Because in this one, the world wasn't destroyed. And in this one, we were dead. So we came here, a-a-and we buried ourselves, and we took their place. And every morning, Summer, I eat breakfast 20 yards away from my own - rotting - corpse.""",108,220
Summer,"""So, you're not my brother?""",108,221
Morty,"""I'm better than your brother. I'm a version of your brother you can trust when he says, ""Don't run"". Nobody exists on purpose. Nobody belongs anywhere. Everybody’s gonna die. Come watch TV?""",108,222
DIRECTION,"""Int. Smith Residence. Rick and Jerry are sitting in the living room watching TV.""",108,223
Announcer (on TV),"""Mrs. Sullivan always planned to leave everything to her cats. But sometimes, plans need a helping paw. What are the kitties to do, but buckle together and work as a team.""",108,224
Business Man (on TV),"""Mrs. Sullivan, I uh, please forgive me for being forward, but your eyes are so beautiful!""",108,225
Jerry,"""Wait, this is an actual movie?""",108,226
Announcer (on TV),"""This fall, sparks will fly!""",108,227
Business Man (on TV),"""[having sex offscreen] Mrs. --Ooh, Sullivan-- ohh...""",108,228
Announcer (on TV),"""Between one guy, who can't get a break...""",108,229
Business Man (on TV),"""There's something about you, Mrs. Sullivan.""",108,230
Announcer (on TV),"""...and nine cats who break all the rules. Last Will and Testa-meow: Weekend at Dead Cat Lady's House 2.""",108,231
Jerry,"""Well, somebody in Hollywood just lost their job.""",108,232
Announcer (on TV),"""Written and directed by Jerry Smith.""",108,233
Jerry,"""I wrote and directed that? What am I, nuts?""",108,234
DIRECTION,"""[Summer and Morty walk in and sit down]""",108,235
Rick,"""Hey Morty, you just missed a preview for your Dad's ""Citizen Kane"".""",108,236
Morty,"""Doesn't matter. [winks at Summer]""",108,237
Jerry,"""Hey, if your, uh, mother and I had to split custody - who would you guys choose?""",108,238
Summer,"""Doesn't matter. [winks at Morty, giving him a fistbump]""",108,239
Jerry,"""[defeated, quietly] Oh...""",108,240
News Anchor (on TV),"""Breaking News: Academy Award-winning actor Jerry Smith is leading police on a slow-speed pursuit after suffering an apparent breakdown.""",108,241
DIRECTION,"""[Rick goes to change the channel]""",108,242
Jerry,"""Don't even think about it.""",108,243
Rick,"""Come on, Je- Are you kidding me, Jerry? It's just a bunch of dumb tabloid crap.""",108,244
Jerry,"""[snatching the remote] It's my life, and we're watching it.""",108,245
Beth,"""[sitting in the kitchen floor wearing the Ocular Device, drinking] [to herself] You did it, Beth. You really nailed it. You're a surgeon. A human surgeon. Yay you win. [sips wine]""",108,246
Jerry,"""Where the hell am I going?""",108,247
Rick,"""[belch] What are you asking me for Jerry? [belch] I'm sitting here [belch] trying to figure out why the cops don't just take you out. Th-- [belch] they've got a clear shot to your head. I can't believe our tax dollars pay for this.""",108,248
Beth (on Device),"""[doorbell rings] [answers door] Jerry? J-Jerry Smith? [Beth drops her wine]""",108,249
Jerry (on Device),"""Beth Sanchez, I have been in love with you since high school. I hate acting, I hate cocaine, I hate Kristen Stewart. I wish you hadn't gotten that abortion, and I've never stopped thinking about what might've been.""",108,250
DIRECTION,"""[Beth starts crying and goes to the living room. She drops the device and runs to Jerry, embracing and kissing him]""",108,251
Rick,"""[rolls his eyes and takes the remote] [to Morty and Summer] Hey, Ball Fondlers? Huh? Ball Fondlers?""",108,252
Summer,"""Yeah, I could go for some Ball Fondlers.""",108,253
Morty,"""Yeah, Ball Fondlers.""",108,254
DIRECTION,"""--After-Credit Scene-- Int. Smith Residence. The Smith Family and Rick are sitting in the living room watching TV.""",108,255
Hamster News Anchor (on TV),"""Ha-ha, Hamster-in-Butt-World Weather is done, and now it's sports time, coming up.""",108,256
Female Hamster (on TV),"""Oh, hello there!""",108,257
Male Hamster (on TV),"""Good day to you, Miss.""",108,258
Beth,"""So, the hamsters live inside the rectums of those people?""",108,259
Rick,"""[tired] Yeah, sweetie, they-- that's where they live.""",108,260
Jerry,"""Well, how does that work? I mean, do the butts look like little apartments inside?""",108,261
Morty,"""Yeah! And can they like, leave the butt, and like walk around on their own?""",108,262
Rick,"""[exasperated] Look, I don't know! I'm watching the-- same thing you guys are.""",108,263
Summer,"""Grandpa Rick, if they leave the butt, and the person wanders off, how would they find their butt person again?""",108,264
Rick,"""[angry] I don't know, Summer! I can't even hear the TV! [stands up, drawing his Portal Gun] All right, that's it. We're just gonna go there, so you idiots can ask your stupid questions all day.""",108,265
Jerry,"""Ooh! Family vacation!""",108,266
[Open,"""Smith kitchen, int. Rick, Jerry, Beth are eating breakfast. Rick is building a robot at the table. Jerry is playing Jerry's Game]""",109,1
DIRECTION,"""(Rick starts welding. The bulk of the sparks fly towards Jerry, who turns away to dodge the bulk of them. Morty enters the room)""",109,2
Morty,"""Hey Rick, I have to make a project for the science fair this weekend. You think you could help me out?""",109,3
Rick,"""Whatever.""",109,4
Jerry,"""Well, um, traditionally science fairs are a father-son thing.""",109,5
Rick,"""Well, scientifically, traditions are an idiot thing.""",109,6
Beth,"""[typing on phone] Morty, I think it will be fun for you to work on a science project with your dad.""",109,7
DIRECTION,"""(Beth sends Morty a text saying “Your father is insecure about his intelligence” which Morty reads)""",109,8
Morty,"""[putting away phone, clears throat] Yeah, dad, why don't we do it together?""",109,9
Jerry,"""Yes! You backed the right horse on this one, son! We'll get out the crayons, brew some coffee and knock this thing out in two or three days.""",109,10
DIRECTION,"""[Rick finishes the robot he was working on]""",109,11
Butter robot,"""What is my purpose?""",109,12
Rick,"""Pass the butter.""",109,13
DIRECTION,"""(Butter robot passes butter)""",109,14
Rick,"""Thank you.""",109,15
Morty,"""[sighs]""",109,16
DIRECTION,"""(Summer enters)""",109,17
Summer,"""Dad, I need a ride to work.""",109,18
Jerry,"""Maybe Rick can give you a ride. I'm helping Morty with science.""",109,19
Rick,"""I'm busy.""",109,20
Summer,"""Doing what?""",109,21
Rick,"""Uh, anything else?""",109,22
DIRECTION,"""(Summer glares at Rick. Rick glares back)""",109,23
Butter robot,"""What is my purpose?""",109,24
Rick,"""You pass butter.""",109,25
Butter robot,"""[looks at its hands] Oh my god.""",109,26
Rick,"""Yeah, welcome to the club, pal.""",109,27
DIRECTION,"""[into plays]""",109,28
DIRECTION,"""[Rick and Summer are in Rick's spaceship. Rick's driving, Summer's in the passenger seat]""",109,29
Rick,"""Since when did you have a job?""",109,30
Summer,"""Since last week. It's part time at this little vintage thrift store. My boss is this really smart eccentric old man that treats me nice and values me.""",109,31
Rick,"""Wee-ow, can't wait to meet this fascinating character.""",109,32
Summer,"""Please don't.""",109,33
DIRECTION,"""[Trans. Summer's workplace, Needful Things. It's empty except for Mr Needful, who's arranging his wares. Mr Goldenfold enters]""",109,34
Goldenfold,"""Oh… when did this stop being jamba juice?""",109,35
Needful,"""I've just recently opened for business, Mr, um, Goldenfold.""",109,36
Goldenfold,"""You know my name? That's disarming.""",109,37
Needful,"""I also know you long for female company.""",109,38
Goldenfold,"""You know, it has been lonely since the divorce. Some voids can't be filled with jamba juice.""",109,39
Needful,"""This aftershave makes a man quite irresistible to women. Free of charge: one never pays here. Not with money.""",109,40
Goldenfold,"""Nothing to read into there! Thanks!""",109,41
DIRECTION,"""(Goldenfold takes the aftershave and leaves. Rick and Summer enter)""",109,42
Summer,"""Sorry I'm late, Mr. Needful. This is my grandpa Rick, he was just leaving.""",109,43
Rick,"""(inspecting objects) Huh.""",109,44
Needful,"""Tell me Rick, what do you desire?""",109,45
Rick,"""Eh, I make my own stuff. So what are you, like, the devil?""",109,46
Needful,"""What? Sorry?""",109,47
Rick,"""I dunno, store comes out of nowhere, all the shit's old and creepy; are you the devil? A demon? Leprechaun?""",109,48
Summer,"""Grandpa Rick!""",109,49
Rick,"""Hey, I'm not judging. I just like to shoot straight. I'm a man of science.""",109,50
Needful,"""Ahah. Then perhaps you could make use of this. [picks up microscope] This microscope reveals things beyond comprehension. Hahahaha.""",109,51
